string,dom_number,dom_x,dom_y,dom_z
13.0,26.0,405.83,-306.38,69.62
13.0,27.0,405.83,-306.38,52.6
13.0,28.0,405.83,-306.38,35.57
13.0,29.0,405.83,-306.38,18.55
13.0,30.0,405.83,-306.38,1.53
13.0,31.0,405.83,-306.38,-15.49
13.0,32.0,405.83,-306.38,-32.51
13.0,33.0,405.83,-306.38,-49.53
13.0,34.0,405.83,-306.38,-66.55
13.0,35.0,405.83,-306.38,-83.57
13.0,36.0,405.83,-306.38,-100.59
13.0,37.0,405.83,-306.38,-117.61
13.0,38.0,405.83,-306.38,-134.63
13.0,39.0,405.83,-306.38,-151.65
13.0,40.0,405.83,-306.38,-168.67
13.0,41.0,405.83,-306.38,-185.7
13.0,42.0,405.83,-306.38,-202.72
13.0,43.0,405.83,-306.38,-219.74
13.0,44.0,405.83,-306.38,-236.76
13.0,45.0,405.83,-306.38,-253.78
13.0,46.0,405.83,-306.38,-270.8
13.0,47.0,405.83,-306.38,-287.82
13.0,48.0,405.83,-306.38,-304.84
13.0,49.0,405.83,-306.38,-321.86
13.0,50.0,405.83,-306.38,-338.88
13.0,51.0,405.83,-306.38,-355.9
13.0,52.0,405.83,-306.38,-372.92
13.0,53.0,405.83,-306.38,-389.94
13.0,54.0,405.83,-306.38,-406.97
13.0,55.0,405.83,-306.38,-423.99
13.0,56.0,405.83,-306.38,-441.01
13.0,57.0,405.83,-306.38,-458.03
13.0,58.0,405.83,-306.38,-475.05
13.0,59.0,405.83,-306.38,-492.07
13.0,60.0,405.83,-306.38,-509.09
14.0,1.0,-413.46,-327.27,499.59
14.0,2.0,-413.46,-327.27,482.57
14.0,3.0,-413.46,-327.27,465.55
14.0,4.0,-413.46,-327.27,448.53
14.0,5.0,-413.46,-327.27,431.51
14.0,6.0,-413.46,-327.27,414.49
14.0,7.0,-413.46,-327.27,397.47
14.0,8.0,-413.46,-327.27,380.45
14.0,9.0,-413.46,-327.27,363.43
14.0,10.0,-413.46,-327.27,346.41
14.0,11.0,-413.46,-327.27,329.39
14.0,12.0,-413.46,-327.27,312.37
14.0,13.0,-413.46,-327.27,295.35
14.0,14.0,-413.46,-327.27,278.32
14.0,15.0,-413.46,-327.27,261.3
14.0,16.0,-413.46,-327.27,244.28
14.0,17.0,-413.46,-327.27,227.26
14.0,18.0,-413.46,-327.27,210.24
14.0,19.0,-413.46,-327.27,193.22
14.0,20.0,-413.46,-327.27,176.2
14.0,21.0,-413.46,-327.27,159.18
14.0,22.0,-413.46,-327.27,142.16
14.0,23.0,-413.46,-327.27,125.14
14.0,24.0,-413.46,-327.27,108.12
14.0,25.0,-413.46,-327.27,91.1
14.0,26.0,-413.46,-327.27,74.08
14.0,27.0,-413.46,-327.27,57.06
14.0,28.0,-413.46,-327.27,40.03
14.0,29.0,-413.46,-327.27,23.01
14.0,30.0,-413.46,-327.27,5.99
14.0,31.0,-413.46,-327.27,-11.03
14.0,32.0,-413.46,-327.27,-28.05
14.0,33.0,-413.46,-327.27,-45.07
14.0,34.0,-413.46,-327.27,-62.09
14.0,35.0,-413.46,-327.27,-79.11
14.0,36.0,-413.46,-327.27,-96.13
14.0,37.0,-413.46,-327.27,-113.15
14.0,38.0,-413.46,-327.27,-130.17
14.0,39.0,-413.46,-327.27,-147.19
14.0,40.0,-413.46,-327.27,-164.21
14.0,41.0,-413.46,-327.27,-181.24
14.0,42.0,-413.46,-327.27,-198.26
14.0,43.0,-413.46,-327.27,-215.28
14.0,44.0,-413.46,-327.27,-232.3
14.0,45.0,-413.46,-327.27,-249.32
14.0,46.0,-413.46,-327.27,-266.34
14.0,47.0,-413.46,-327.27,-283.36
14.0,48.0,-413.46,-327.27,-300.38
14.0,49.0,-413.46,-327.27,-317.4
14.0,50.0,-413.46,-327.27,-334.42
14.0,51.0,-413.46,-327.27,-351.44
14.0,52.0,-413.46,-327.27,-368.46
14.0,53.0,-413.46,-327.27,-385.48
14.0,54.0,-413.46,-327.27,-402.51
14.0,55.0,-413.46,-327.27,-419.53
14.0,56.0,-413.46,-327.27,-436.55
14.0,57.0,-413.46,-327.27,-453.57
14.0,58.0,-413.46,-327.27,-470.59
14.0,59.0,-413.46,-327.27,-487.61
14.0,60.0,-413.46,-327.27,-504.63
15.0,1.0,-290.66,-307.38,504.02
15.0,2.0,-290.66,-307.38,487.0
15.0,3.0,-290.66,-307.38,469.98
15.0,4.0,-290.66,-307.38,452.96
15.0,5.0,-290.66,-307.38,435.94
15.0,6.0,-290.66,-307.38,418.92
15.0,7.0,-290.66,-307.38,401.9
15.0,8.0,-290.66,-307.38,384.88
15.0,9.0,-290.66,-307.38,367.86
15.0,10.0,-290.66,-307.38,350.84
15.0,11.0,-290.66,-307.38,333.82
15.0,12.0,-290.66,-307.38,316.8
15.0,13.0,-290.66,-307.38,299.78
15.0,14.0,-290.66,-307.38,282.75
15.0,15.0,-290.66,-307.38,265.73
15.0,16.0,-290.66,-307.38,248.71
15.0,17.0,-290.66,-307.38,231.69
15.0,18.0,-290.66,-307.38,214.67
15.0,19.0,-290.66,-307.38,197.65
15.0,20.0,-290.66,-307.38,180.63
15.0,21.0,-290.66,-307.38,163.61
15.0,22.0,-290.66,-307.38,146.59
15.0,23.0,-290.66,-307.38,129.57
15.0,24.0,-290.66,-307.38,112.55
15.0,25.0,-290.66,-307.38,95.65
15.0,26.0,-290.66,-307.38,78.63
15.0,27.0,-290.66,-307.38,61.61
15.0,28.0,-290.66,-307.38,44.58
15.0,29.0,-290.66,-307.38,27.56
15.0,30.0,-290.66,-307.38,10.54
15.0,31.0,-290.66,-307.38,-6.48
15.0,32.0,-290.66,-307.38,-23.5
15.0,33.0,-290.66,-307.38,-40.52
15.0,34.0,-290.66,-307.38,-57.54
15.0,35.0,-290.66,-307.38,-74.56
15.0,36.0,-290.66,-307.38,-91.58
15.0,37.0,-290.66,-307.38,-108.6
15.0,38.0,-290.66,-307.38,-125.62
15.0,39.0,-290.66,-307.38,-142.64
15.0,40.0,-290.66,-307.38,-159.66
15.0,41.0,-290.66,-307.38,-176.69
15.0,42.0,-290.66,-307.38,-193.71
15.0,43.0,-290.66,-307.38,-210.73
15.0,44.0,-290.66,-307.38,-227.75
15.0,45.0,-290.66,-307.38,-244.77
15.0,46.0,-290.66,-307.38,-261.79
15.0,47.0,-290.66,-307.38,-278.81
15.0,48.0,-290.66,-307.38,-295.83
15.0,49.0,-290.66,-307.38,-312.85
15.0,50.0,-290.66,-307.38,-329.87
15.0,51.0,-290.66,-307.38,-346.89
15.0,52.0,-290.66,-307.38,-363.91
15.0,53.0,-290.66,-307.38,-380.93
15.0,54.0,-290.66,-307.38,-397.96
15.0,55.0,-290.66,-307.38,-414.98
15.0,56.0,-290.66,-307.38,-432.0
15.0,57.0,-290.66,-307.38,-449.02
15.0,58.0,-290.66,-307.38,-466.04
15.0,59.0,-290.66,-307.38,-483.06
15.0,60.0,-290.66,-307.38,-500.08
16.0,1.0,-166.4,-287.79,497.78
16.0,2.0,-166.4,-287.79,480.51
16.0,3.0,-166.4,-287.79,463.49
16.0,4.0,-166.4,-287.79,446.47
16.0,5.0,-166.4,-287.79,429.45
16.0,6.0,-166.4,-287.79,412.43
16.0,7.0,-166.4,-287.79,395.41
16.0,8.0,-166.4,-287.79,378.39
16.0,9.0,-166.4,-287.79,361.37
16.0,10.0,-166.4,-287.79,344.35
16.0,11.0,-166.4,-287.79,327.33
16.0,12.0,-166.4,-287.79,310.31
16.0,13.0,-166.4,-287.79,293.29
16.0,14.0,-166.4,-287.79,276.26
16.0,15.0,-166.4,-287.79,259.24
16.0,16.0,-166.4,-287.79,242.22
16.0,17.0,-166.4,-287.79,225.2
16.0,18.0,-166.4,-287.79,208.3
16.0,19.0,-166.4,-287.79,191.28
16.0,20.0,-166.4,-287.79,174.26
16.0,21.0,-166.4,-287.79,157.24
16.0,22.0,-166.4,-287.79,140.22
16.0,23.0,-166.4,-287.79,123.2
16.0,24.0,-166.4,-287.79,106.18
16.0,25.0,-166.4,-287.79,89.16
16.0,26.0,-166.4,-287.79,72.14
16.0,27.0,-166.4,-287.79,55.11
16.0,28.0,-166.4,-287.79,38.09
16.0,29.0,-166.4,-287.79,21.07
16.0,30.0,-166.4,-287.79,4.05
16.0,31.0,-166.4,-287.79,-12.97
16.0,32.0,-166.4,-287.79,-29.99
16.0,33.0,-166.4,-287.79,-47.01
16.0,34.0,-166.4,-287.79,-64.03
16.0,35.0,-166.4,-287.79,-81.05
16.0,36.0,-166.4,-287.79,-98.07
16.0,37.0,-166.4,-287.79,-115.09
16.0,38.0,-166.4,-287.79,-132.11
16.0,39.0,-166.4,-287.79,-149.13
16.0,40.0,-166.4,-287.79,-166.15
16.0,41.0,-166.4,-287.79,-183.18
16.0,42.0,-166.4,-287.79,-200.2
16.0,43.0,-166.4,-287.79,-217.22
16.0,44.0,-166.4,-287.79,-234.24
16.0,45.0,-166.4,-287.79,-251.26
16.0,46.0,-166.4,-287.79,-268.28
16.0,47.0,-166.4,-287.79,-285.3
16.0,48.0,-166.4,-287.79,-302.32
16.0,49.0,-166.4,-287.79,-319.34
16.0,50.0,-166.4,-287.79,-336.36
16.0,51.0,-166.4,-287.79,-353.38
16.0,52.0,-166.4,-287.79,-370.4
16.0,53.0,-166.4,-287.79,-387.29
16.0,54.0,-166.4,-287.79,-404.32
16.0,55.0,-166.4,-287.79,-421.34
16.0,56.0,-166.4,-287.79,-438.36
16.0,57.0,-166.4,-287.79,-455.38
16.0,58.0,-166.4,-287.79,-472.4
16.0,59.0,-166.4,-287.79,-489.42
16.0,60.0,-166.4,-287.79,-506.44
17.0,1.0,-43.27,-267.52,500.43
17.0,2.0,-43.27,-267.52,483.1
17.0,3.0,-43.27,-267.52,466.08
17.0,4.0,-43.27,-267.52,449.06
17.0,5.0,-43.27,-267.52,432.04
17.0,6.0,-43.27,-267.52,415.02
17.0,7.0,-43.27,-267.52,398.0
17.0,8.0,-43.27,-267.52,380.98
17.0,9.0,-43.27,-267.52,363.96
17.0,10.0,-43.27,-267.52,346.94
17.0,11.0,-43.27,-267.52,329.92
17.0,12.0,-43.27,-267.52,312.9
17.0,13.0,-43.27,-267.52,295.88
17.0,14.0,-43.27,-267.52,278.85
17.0,15.0,-43.27,-267.52,261.83
17.0,16.0,-43.27,-267.52,244.81
17.0,17.0,-43.27,-267.52,227.79
17.0,18.0,-43.27,-267.52,210.77
17.0,19.0,-43.27,-267.52,193.75
17.0,20.0,-43.27,-267.52,176.73
17.0,21.0,-43.27,-267.52,159.71
17.0,22.0,-43.27,-267.52,142.69
17.0,23.0,-43.27,-267.52,125.67
17.0,24.0,-43.27,-267.52,108.65
17.0,25.0,-43.27,-267.52,91.63
17.0,26.0,-43.27,-267.52,74.61
17.0,27.0,-43.27,-267.52,57.59
17.0,28.0,-43.27,-267.52,40.56
17.0,29.0,-43.27,-267.52,23.54
17.0,30.0,-43.27,-267.52,6.52
17.0,31.0,-43.27,-267.52,-10.5
17.0,32.0,-43.27,-267.52,-27.52
17.0,33.0,-43.27,-267.52,-44.54
17.0,34.0,-43.27,-267.52,-61.56
17.0,35.0,-43.27,-267.52,-78.58
17.0,36.0,-43.27,-267.52,-95.6
17.0,37.0,-43.27,-267.52,-112.62
17.0,38.0,-43.27,-267.52,-129.64
17.0,39.0,-43.27,-267.52,-146.66
17.0,40.0,-43.27,-267.52,-163.68
17.0,41.0,-43.27,-267.52,-180.71
17.0,42.0,-43.27,-267.52,-197.73
17.0,43.0,-43.27,-267.52,-214.75
17.0,44.0,-43.27,-267.52,-231.77
17.0,45.0,-43.27,-267.52,-248.79
17.0,46.0,-43.27,-267.52,-265.81
17.0,47.0,-43.27,-267.52,-282.83
17.0,48.0,-43.27,-267.52,-299.85
17.0,49.0,-43.27,-267.52,-316.87
17.0,50.0,-43.27,-267.52,-333.89
17.0,51.0,-43.27,-267.52,-350.91
17.0,52.0,-43.27,-267.52,-367.93
17.0,53.0,-43.27,-267.52,-384.95
17.0,54.0,-43.27,-267.52,-401.98
17.0,55.0,-43.27,-267.52,-419.0
17.0,56.0,-43.27,-267.52,-436.02
17.0,57.0,-43.27,-267.52,-453.04
17.0,58.0,-43.27,-267.52,-470.06
17.0,59.0,-43.27,-267.52,-487.08
17.0,60.0,-43.27,-267.52,-504.1
18.0,1.0,79.41,-248.24,498.9
18.0,2.0,79.41,-248.24,481.88
18.0,3.0,79.41,-248.24,464.86
18.0,4.0,79.41,-248.24,447.84
18.0,5.0,79.41,-248.24,430.82
18.0,6.0,79.41,-248.24,413.8
18.0,7.0,79.41,-248.24,396.78
18.0,8.0,79.41,-248.24,379.76
18.0,9.0,79.41,-248.24,362.74
18.0,10.0,79.41,-248.24,345.72
18.0,11.0,79.41,-248.24,328.7
18.0,12.0,79.41,-248.24,311.68
18.0,13.0,79.41,-248.24,294.66
18.0,14.0,79.41,-248.24,277.63
18.0,15.0,79.41,-248.24,260.61
18.0,16.0,79.41,-248.24,243.59
18.0,17.0,79.41,-248.24,226.57
18.0,18.0,79.41,-248.24,209.55
18.0,19.0,79.41,-248.24,192.53
18.0,20.0,79.41,-248.24,175.51
18.0,21.0,79.41,-248.24,158.49
18.0,22.0,79.41,-248.24,141.47
18.0,23.0,79.41,-248.24,124.45
18.0,24.0,79.41,-248.24,107.43
18.0,25.0,79.41,-248.24,90.41
18.0,26.0,79.41,-248.24,73.39
18.0,27.0,79.41,-248.24,56.37
18.0,28.0,79.41,-248.24,39.34
18.0,29.0,79.41,-248.24,22.32
18.0,30.0,79.41,-248.24,5.3
18.0,31.0,79.41,-248.24,-11.72
18.0,32.0,79.41,-248.24,-28.74
18.0,33.0,79.41,-248.24,-45.76
18.0,34.0,79.41,-248.24,-62.78
18.0,35.0,79.41,-248.24,-79.8
18.0,36.0,79.41,-248.24,-96.82
18.0,37.0,79.41,-248.24,-113.84
18.0,38.0,79.41,-248.24,-130.86
18.0,39.0,79.41,-248.24,-147.88
18.0,40.0,79.41,-248.24,-164.9
18.0,41.0,79.41,-248.24,-181.93
18.0,42.0,79.41,-248.24,-198.95
18.0,43.0,79.41,-248.24,-215.97
18.0,44.0,79.41,-248.24,-232.99
18.0,45.0,79.41,-248.24,-250.01
18.0,46.0,79.41,-248.24,-267.03
18.0,47.0,79.41,-248.24,-284.05
18.0,48.0,79.41,-248.24,-301.07
18.0,49.0,79.41,-248.24,-318.09
18.0,50.0,79.41,-248.24,-335.11
18.0,51.0,79.41,-248.24,-352.13
18.0,52.0,79.41,-248.24,-369.15
18.0,53.0,79.41,-248.24,-386.17
18.0,54.0,79.41,-248.24,-403.2
18.0,55.0,79.41,-248.24,-420.22
18.0,56.0,79.41,-248.24,-437.24
18.0,57.0,79.41,-248.24,-454.26
18.0,58.0,79.41,-248.24,-471.28
18.0,59.0,79.41,-248.24,-488.3
18.0,60.0,79.41,-248.24,-505.32
19.0,1.0,210.47,-209.77,496.94
19.0,2.0,210.47,-209.77,479.92
19.0,3.0,210.47,-209.77,462.9
19.0,4.0,210.47,-209.77,445.88
19.0,5.0,210.47,-209.77,428.86
19.0,6.0,210.47,-209.77,411.84
19.0,7.0,210.47,-209.77,394.82
19.0,8.0,210.47,-209.77,377.8
19.0,9.0,210.47,-209.77,360.78
19.0,10.0,210.47,-209.77,343.76
19.0,11.0,210.47,-209.77,326.74
19.0,12.0,210.47,-209.77,309.72
19.0,13.0,210.47,-209.77,292.7
19.0,14.0,210.47,-209.77,275.67
19.0,15.0,210.47,-209.77,258.65
19.0,16.0,210.47,-209.77,241.63
19.0,17.0,210.47,-209.77,224.61
19.0,18.0,210.47,-209.77,207.59
19.0,19.0,210.47,-209.77,190.57
19.0,20.0,210.47,-209.77,173.55
19.0,21.0,210.47,-209.77,156.53
19.0,22.0,210.47,-209.77,139.51
19.0,23.0,210.47,-209.77,122.49
19.0,24.0,210.47,-209.77,105.47
19.0,25.0,210.47,-209.77,88.45
19.0,26.0,210.47,-209.77,71.43
19.0,27.0,210.47,-209.77,54.41
19.0,28.0,210.47,-209.77,37.38
19.0,29.0,210.47,-209.77,20.36
19.0,30.0,210.47,-209.77,3.34
19.0,31.0,210.47,-209.77,-13.68
19.0,32.0,210.47,-209.77,-30.7
19.0,33.0,210.47,-209.77,-47.72
19.0,34.0,210.47,-209.77,-64.74
19.0,35.0,210.47,-209.77,-81.76
19.0,36.0,210.47,-209.77,-98.78
19.0,37.0,210.47,-209.77,-115.8
19.0,38.0,210.47,-209.77,-132.82
19.0,39.0,210.47,-209.77,-149.84
19.0,40.0,210.47,-209.77,-166.86
19.0,41.0,210.47,-209.77,-183.89
19.0,42.0,210.47,-209.77,-200.91
19.0,43.0,210.47,-209.77,-217.93
19.0,44.0,210.47,-209.77,-234.95
19.0,45.0,210.47,-209.77,-251.97
19.0,46.0,210.47,-209.77,-268.99
19.0,47.0,210.47,-209.77,-286.01
19.0,48.0,210.47,-209.77,-303.03
19.0,49.0,210.47,-209.77,-320.05
19.0,50.0,210.47,-209.77,-337.07
19.0,51.0,210.47,-209.77,-354.09
19.0,52.0,210.47,-209.77,-371.11
19.0,53.0,210.47,-209.77,-388.13
19.0,54.0,210.47,-209.77,-405.16
19.0,55.0,210.47,-209.77,-422.18
19.0,56.0,210.47,-209.77,-439.2
19.0,57.0,210.47,-209.77,-456.22
19.0,58.0,210.47,-209.77,-473.24
19.0,59.0,210.47,-209.77,-490.26
19.0,60.0,210.47,-209.77,-507.28
20.0,1.0,326.85,-209.07,498.42
20.0,2.0,326.85,-209.07,481.4
20.0,3.0,326.85,-209.07,464.38
20.0,4.0,326.85,-209.07,447.36
20.0,5.0,326.85,-209.07,430.34
20.0,6.0,326.85,-209.07,413.32
20.0,7.0,326.85,-209.07,396.3
20.0,8.0,326.85,-209.07,379.28
20.0,9.0,326.85,-209.07,362.26
20.0,10.0,326.85,-209.07,345.24
20.0,11.0,326.85,-209.07,328.22
20.0,12.0,326.85,-209.07,311.2
20.0,13.0,326.85,-209.07,294.18
20.0,14.0,326.85,-209.07,277.15
20.0,15.0,326.85,-209.07,260.13
20.0,16.0,326.85,-209.07,243.11
20.0,17.0,326.85,-209.07,226.09
20.0,18.0,326.85,-209.07,209.07
20.0,19.0,326.85,-209.07,192.05
20.0,20.0,326.85,-209.07,175.03
20.0,21.0,326.85,-209.07,158.01
20.0,22.0,326.85,-209.07,140.99
20.0,23.0,326.85,-209.07,123.97
20.0,24.0,326.85,-209.07,106.95
20.0,25.0,326.85,-209.07,89.93
20.0,26.0,326.85,-209.07,72.91
20.0,27.0,326.85,-209.07,55.89
20.0,28.0,326.85,-209.07,38.86
20.0,29.0,326.85,-209.07,21.84
20.0,30.0,326.85,-209.07,4.82
20.0,31.0,326.85,-209.07,-12.2
20.0,32.0,326.85,-209.07,-29.22
20.0,33.0,326.85,-209.07,-46.24
20.0,34.0,326.85,-209.07,-63.26
20.0,35.0,326.85,-209.07,-80.28
20.0,36.0,326.85,-209.07,-97.3
20.0,37.0,326.85,-209.07,-114.32
20.0,38.0,326.85,-209.07,-131.34
20.0,39.0,326.85,-209.07,-148.36
20.0,40.0,326.85,-209.07,-165.38
20.0,41.0,326.85,-209.07,-182.41
20.0,42.0,326.85,-209.07,-199.43
20.0,43.0,326.85,-209.07,-216.45
20.0,44.0,326.85,-209.07,-233.47
20.0,45.0,326.85,-209.07,-250.49
20.0,46.0,326.85,-209.07,-267.51
20.0,47.0,326.85,-209.07,-284.53
20.0,48.0,326.85,-209.07,-301.55
20.0,49.0,326.85,-209.07,-318.57
20.0,50.0,326.85,-209.07,-335.59
20.0,51.0,326.85,-209.07,-352.61
20.0,52.0,326.85,-209.07,-369.63
20.0,53.0,326.85,-209.07,-386.65
20.0,54.0,326.85,-209.07,-403.68
20.0,55.0,326.85,-209.07,-420.7
20.0,56.0,326.85,-209.07,-437.72
20.0,57.0,326.85,-209.07,-454.74
20.0,58.0,326.85,-209.07,-471.76
20.0,59.0,326.85,-209.07,-488.78
20.0,60.0,326.85,-209.07,-505.8
21.0,1.0,443.6,-194.16,516.67
21.0,2.0,443.6,-194.12,499.65
21.0,3.0,443.63,-194.08,482.63
21.0,4.0,443.66,-194.04,465.61
21.0,5.0,443.7,-194.02,448.59
21.0,6.0,443.75,-194.01,431.57
21.0,7.0,443.8,-194.01,414.55
21.0,8.0,443.85,-194.02,397.53
21.0,9.0,443.89,-194.04,380.51
21.0,10.0,443.93,-194.08,363.49
21.0,11.0,443.96,-194.12,346.47
21.0,12.0,443.96,-194.17,329.45
21.0,13.0,443.95,-194.22,312.43
21.0,14.0,443.92,-194.26,295.4
21.0,15.0,443.88,-194.29,278.38
21.0,16.0,443.84,-194.31,261.36
21.0,17.0,443.8,-194.31,244.34
21.0,18.0,443.75,-194.29,227.32
21.0,19.0,443.72,-194.26,210.3
21.0,20.0,443.72,-194.21,193.28
21.0,21.0,443.75,-194.17,176.26
21.0,22.0,443.8,-194.16,159.24
21.0,23.0,443.85,-194.18,142.22
21.0,24.0,443.88,-194.22,125.2
21.0,25.0,443.92,-194.25,108.18
21.0,26.0,443.95,-194.29,91.16
21.0,27.0,443.96,-194.34,74.14
21.0,28.0,443.96,-194.38,57.11
21.0,29.0,443.94,-194.43,40.09
21.0,30.0,443.92,-194.47,23.07
21.0,31.0,443.89,-194.5,6.05
21.0,32.0,443.85,-194.52,-10.97
21.0,33.0,443.8,-194.52,-27.99
21.0,34.0,443.75,-194.52,-45.01
21.0,35.0,443.71,-194.52,-62.03
21.0,36.0,443.66,-194.52,-79.05
21.0,37.0,443.62,-194.51,-96.07
21.0,38.0,443.58,-194.49,-113.09
21.0,39.0,443.54,-194.46,-130.11
21.0,40.0,443.5,-194.43,-147.13
21.0,41.0,443.47,-194.4,-164.16
21.0,42.0,443.44,-194.35,-181.18
21.0,43.0,443.43,-194.3,-198.2
21.0,44.0,443.43,-194.25,-215.22
21.0,45.0,443.46,-194.21,-232.24
21.0,46.0,443.5,-194.18,-249.26
21.0,47.0,443.55,-194.16,-266.28
21.0,48.0,443.59,-194.18,-281.3
21.0,49.0,443.65,-194.2,-300.32
21.0,50.0,443.68,-194.23,-315.34
21.0,51.0,443.72,-194.27,-334.36
21.0,52.0,443.75,-194.31,-351.38
21.0,53.0,443.78,-194.34,-368.4
21.0,54.0,443.81,-194.38,-385.43
21.0,55.0,443.85,-194.42,-402.45
21.0,56.0,443.89,-194.44,-417.46
21.0,57.0,443.93,-194.47,-436.49
21.0,58.0,443.96,-194.49,-451.51
21.0,59.0,444.0,-194.48,-470.53
21.0,60.0,444.05,-194.46,-487.55
22.0,1.0,-492.43,-230.16,497.6
22.0,2.0,-492.43,-230.16,480.58
22.0,3.0,-492.43,-230.16,463.56
22.0,4.0,-492.43,-230.16,446.54
22.0,5.0,-492.43,-230.16,429.52
22.0,6.0,-492.43,-230.16,412.5
22.0,7.0,-492.43,-230.16,395.48
22.0,8.0,-492.43,-230.16,378.46
22.0,9.0,-492.43,-230.16,361.44
22.0,10.0,-492.43,-230.16,344.42
22.0,11.0,-492.43,-230.16,327.4
22.0,12.0,-492.43,-230.16,310.38
22.0,13.0,-492.43,-230.16,293.36
22.0,14.0,-492.43,-230.16,276.33
22.0,15.0,-492.43,-230.16,259.31
22.0,16.0,-492.43,-230.16,242.29
22.0,17.0,-492.43,-230.16,225.27
22.0,18.0,-492.43,-230.16,208.25
22.0,19.0,-492.43,-230.16,191.23
22.0,20.0,-492.43,-230.16,174.21
22.0,21.0,-492.43,-230.16,157.19
22.0,22.0,-492.43,-230.16,140.17
22.0,23.0,-492.43,-230.16,123.15
22.0,24.0,-492.43,-230.16,106.13
22.0,25.0,-492.43,-230.16,89.11
22.0,26.0,-492.43,-230.16,72.09
22.0,27.0,-492.43,-230.16,55.07
22.0,28.0,-492.43,-230.16,38.04
22.0,29.0,-492.43,-230.16,21.02
22.0,30.0,-492.43,-230.16,4.0
22.0,31.0,-492.43,-230.16,-13.02
22.0,32.0,-492.43,-230.16,-30.04
22.0,33.0,-492.43,-230.16,-47.06
22.0,34.0,-492.43,-230.16,-64.08
22.0,35.0,-492.43,-230.16,-81.1
22.0,36.0,-492.43,-230.16,-98.12
22.0,37.0,-492.43,-230.16,-115.14
22.0,38.0,-492.43,-230.16,-132.16
22.0,39.0,-492.43,-230.16,-149.18
22.0,40.0,-492.43,-230.16,-166.2
22.0,41.0,-492.43,-230.16,-183.23
22.0,42.0,-492.43,-230.16,-200.25
22.0,43.0,-492.43,-230.16,-217.27
22.0,44.0,-492.43,-230.16,-234.29
22.0,45.0,-492.43,-230.16,-251.31
22.0,46.0,-492.43,-230.16,-268.33
22.0,47.0,-492.43,-230.16,-285.35
22.0,48.0,-492.43,-230.16,-302.37
22.0,49.0,-492.43,-230.16,-319.39
22.0,50.0,-492.43,-230.16,-336.41
22.0,51.0,-492.43,-230.16,-353.43
22.0,52.0,-492.43,-230.16,-370.45
22.0,53.0,-492.43,-230.16,-387.47
22.0,54.0,-492.43,-230.16,-404.5
22.0,55.0,-492.43,-230.16,-421.52
22.0,56.0,-492.43,-230.16,-438.54
22.0,57.0,-492.43,-230.16,-455.56
22.0,58.0,-492.43,-230.16,-472.58
22.0,59.0,-492.43,-230.16,-489.6
22.0,60.0,-492.43,-230.16,-506.62
23.0,1.0,-368.93,-210.23,500.53
23.0,2.0,-368.93,-210.23,483.51
23.0,3.0,-368.93,-210.23,466.49
23.0,4.0,-368.93,-210.23,449.47
23.0,5.0,-368.93,-210.23,432.45
23.0,6.0,-368.93,-210.23,415.43
23.0,7.0,-368.93,-210.23,398.41
23.0,8.0,-368.93,-210.23,381.39
23.0,9.0,-368.93,-210.23,364.37
23.0,10.0,-368.93,-210.23,347.35
23.0,11.0,-368.93,-210.23,330.33
23.0,12.0,-368.93,-210.23,313.31
23.0,13.0,-368.93,-210.23,296.29
23.0,14.0,-368.93,-210.23,279.26
23.0,15.0,-368.93,-210.23,262.24
23.0,16.0,-368.93,-210.23,245.22
23.0,17.0,-368.93,-210.23,228.2
23.0,18.0,-368.93,-210.23,211.18
23.0,19.0,-368.93,-210.23,194.16
23.0,20.0,-368.93,-210.23,177.14
23.0,21.0,-368.93,-210.23,160.12
23.0,22.0,-368.93,-210.23,143.1
23.0,23.0,-368.93,-210.23,126.08
23.0,24.0,-368.93,-210.23,109.06
23.0,25.0,-368.93,-210.23,92.04
23.0,26.0,-368.93,-210.23,75.02
23.0,27.0,-368.93,-210.23,58.0
23.0,28.0,-368.93,-210.23,40.97
23.0,29.0,-368.93,-210.23,23.95
23.0,30.0,-368.93,-210.23,6.93
23.0,31.0,-368.93,-210.23,-10.09
23.0,32.0,-368.93,-210.23,-27.11
23.0,33.0,-368.93,-210.23,-44.13
23.0,34.0,-368.93,-210.23,-61.15
23.0,35.0,-368.93,-210.23,-78.17
23.0,36.0,-368.93,-210.23,-95.19
23.0,37.0,-368.93,-210.23,-112.21
23.0,38.0,-368.93,-210.23,-129.23
23.0,39.0,-368.93,-210.23,-146.25
23.0,40.0,-368.93,-210.23,-163.27
23.0,41.0,-368.93,-210.23,-180.3
23.0,42.0,-368.93,-210.23,-197.32
23.0,43.0,-368.93,-210.23,-214.34
23.0,44.0,-368.93,-210.23,-231.36
23.0,45.0,-368.93,-210.23,-248.38
23.0,46.0,-368.93,-210.23,-265.4
23.0,47.0,-368.93,-210.23,-282.42
23.0,48.0,-368.93,-210.23,-299.44
23.0,49.0,-368.93,-210.23,-316.46
23.0,50.0,-368.93,-210.23,-333.48
23.0,51.0,-368.93,-210.23,-350.5
23.0,52.0,-368.93,-210.23,-367.52
23.0,53.0,-368.93,-210.23,-384.54
23.0,54.0,-368.93,-210.23,-401.57
23.0,55.0,-368.93,-210.23,-418.59
23.0,56.0,-368.93,-210.23,-435.61
23.0,57.0,-368.93,-210.23,-452.63
23.0,58.0,-368.93,-210.23,-469.65
