string,dom_number,dom_x,dom_y,dom_z
23.0,59.0,-368.93,-210.23,-486.67
23.0,60.0,-368.93,-210.23,-503.69
24.0,1.0,-245.65,-190.49,501.48
24.0,2.0,-245.65,-190.49,484.46
24.0,3.0,-245.65,-190.49,467.44
24.0,4.0,-245.65,-190.49,450.42
24.0,5.0,-245.65,-190.49,433.4
24.0,6.0,-245.65,-190.49,416.38
24.0,7.0,-245.65,-190.49,399.36
24.0,8.0,-245.65,-190.49,382.34
24.0,9.0,-245.65,-190.49,365.32
24.0,10.0,-245.65,-190.49,348.3
24.0,11.0,-245.65,-190.49,331.28
24.0,12.0,-245.65,-190.49,314.26
24.0,13.0,-245.65,-190.49,297.23
24.0,14.0,-245.65,-190.49,280.21
24.0,15.0,-245.65,-190.49,263.19
24.0,16.0,-245.65,-190.49,246.17
24.0,17.0,-245.65,-190.49,229.15
24.0,18.0,-245.65,-190.49,212.13
24.0,19.0,-245.65,-190.49,195.11
24.0,20.0,-245.65,-190.49,178.09
24.0,21.0,-245.65,-190.49,161.07
24.0,22.0,-245.65,-190.49,144.05
24.0,23.0,-245.65,-190.49,127.03
24.0,24.0,-245.65,-190.49,110.01
24.0,25.0,-245.65,-190.49,92.99
24.0,26.0,-245.65,-190.49,75.96
24.0,27.0,-245.65,-190.49,58.94
24.0,28.0,-245.65,-190.49,41.92
24.0,29.0,-245.65,-190.49,24.9
24.0,30.0,-245.65,-190.49,7.88
24.0,31.0,-245.65,-190.49,-9.14
24.0,32.0,-245.65,-190.49,-26.03
24.0,33.0,-245.65,-190.49,-42.93
24.0,34.0,-245.65,-190.49,-59.95
24.0,35.0,-245.65,-190.49,-76.97
24.0,36.0,-245.65,-190.49,-93.99
24.0,37.0,-245.65,-190.49,-110.88
24.0,38.0,-245.65,-190.49,-127.9
24.0,39.0,-245.65,-190.49,-144.92
24.0,40.0,-245.65,-190.49,-161.95
24.0,41.0,-245.65,-190.49,-178.97
24.0,42.0,-245.65,-190.49,-195.99
24.0,43.0,-245.65,-190.49,-213.01
24.0,44.0,-245.65,-190.49,-230.03
24.0,45.0,-245.65,-190.49,-247.05
24.0,46.0,-245.65,-190.49,-264.07
24.0,47.0,-245.65,-190.49,-281.09
24.0,48.0,-245.65,-190.49,-298.11
24.0,49.0,-245.65,-190.49,-315.13
24.0,50.0,-245.65,-190.49,-332.15
24.0,51.0,-245.65,-190.49,-349.17
24.0,52.0,-245.65,-190.49,-366.19
24.0,53.0,-245.65,-190.49,-383.22
24.0,54.0,-245.65,-190.49,-400.24
24.0,55.0,-245.65,-190.49,-417.26
24.0,56.0,-245.65,-190.49,-434.16
24.0,57.0,-245.65,-190.49,-451.07
24.0,58.0,-245.65,-190.49,-467.97
24.0,59.0,-245.65,-190.49,-484.99
24.0,60.0,-245.65,-190.49,-502.01
25.0,1.0,-121.77,-171.03,502.27
25.0,2.0,-121.77,-171.03,485.25
25.0,3.0,-121.77,-171.03,468.23
25.0,4.0,-121.77,-171.03,451.21
25.0,5.0,-121.77,-171.03,434.19
25.0,6.0,-121.77,-171.03,417.17
25.0,7.0,-121.77,-171.03,400.15
25.0,8.0,-121.77,-171.03,383.13
25.0,9.0,-121.77,-171.03,366.11
25.0,10.0,-121.77,-171.03,349.09
25.0,11.0,-121.77,-171.03,332.07
25.0,12.0,-121.77,-171.03,315.05
25.0,13.0,-121.77,-171.03,298.03
25.0,14.0,-121.77,-171.03,281.0
25.0,15.0,-121.77,-171.03,263.98
25.0,16.0,-121.77,-171.03,246.96
25.0,17.0,-121.77,-171.03,229.94
25.0,18.0,-121.77,-171.03,212.92
25.0,19.0,-121.77,-171.03,195.9
25.0,20.0,-121.77,-171.03,178.88
25.0,21.0,-121.77,-171.03,161.86
25.0,22.0,-121.77,-171.03,144.84
25.0,23.0,-121.77,-171.03,127.82
25.0,24.0,-121.77,-171.03,110.8
25.0,25.0,-121.77,-171.03,93.78
25.0,26.0,-121.77,-171.03,76.76
25.0,27.0,-121.77,-171.03,59.73
25.0,28.0,-121.77,-171.03,42.71
25.0,29.0,-121.77,-171.03,25.69
25.0,30.0,-121.77,-171.03,8.67
25.0,31.0,-121.77,-171.03,-8.35
25.0,32.0,-121.77,-171.03,-25.37
25.0,33.0,-121.77,-171.03,-42.39
25.0,34.0,-121.77,-171.03,-59.41
25.0,35.0,-121.77,-171.03,-76.43
25.0,36.0,-121.77,-171.03,-93.45
25.0,37.0,-121.77,-171.03,-110.47
25.0,38.0,-121.77,-171.03,-127.49
25.0,39.0,-121.77,-171.03,-144.51
25.0,40.0,-121.77,-171.03,-161.54
25.0,41.0,-121.77,-171.03,-178.56
25.0,42.0,-121.77,-171.03,-195.58
25.0,43.0,-121.77,-171.03,-212.6
25.0,44.0,-121.77,-171.03,-229.62
25.0,45.0,-121.77,-171.03,-246.64
25.0,46.0,-121.77,-171.03,-263.66
25.0,47.0,-121.77,-171.03,-280.68
25.0,48.0,-121.77,-171.03,-297.57
25.0,49.0,-121.77,-171.03,-314.59
25.0,50.0,-121.77,-171.03,-331.49
25.0,51.0,-121.77,-171.03,-348.51
25.0,52.0,-121.77,-171.03,-365.53
25.0,53.0,-121.77,-171.03,-382.55
25.0,54.0,-121.77,-171.03,-399.58
25.0,55.0,-121.77,-171.03,-416.6
25.0,56.0,-121.77,-171.03,-433.48
25.0,57.0,-121.77,-171.03,-450.5
25.0,58.0,-121.77,-171.03,-467.52
25.0,59.0,-121.77,-171.03,-484.54
25.0,60.0,-121.77,-171.03,-501.56
26.0,1.0,1.71,-150.63,497.25
26.0,2.0,1.71,-150.63,480.23
26.0,3.0,1.71,-150.63,463.21
26.0,4.0,1.71,-150.63,446.19
26.0,5.0,1.71,-150.63,429.17
26.0,6.0,1.71,-150.63,412.15
26.0,7.0,1.71,-150.63,395.13
26.0,8.0,1.71,-150.63,378.11
26.0,9.0,1.71,-150.63,361.09
26.0,10.0,1.71,-150.63,344.07
26.0,11.0,1.71,-150.63,327.05
26.0,12.0,1.71,-150.63,310.03
26.0,13.0,1.71,-150.63,293.01
26.0,14.0,1.71,-150.63,275.98
26.0,15.0,1.71,-150.63,258.96
26.0,16.0,1.71,-150.63,241.94
26.0,17.0,1.71,-150.63,224.92
26.0,18.0,1.71,-150.63,207.9
26.0,19.0,1.71,-150.63,190.88
26.0,20.0,1.71,-150.63,173.86
26.0,21.0,1.71,-150.63,156.84
26.0,22.0,1.71,-150.63,139.82
26.0,23.0,1.71,-150.63,122.8
26.0,24.0,1.71,-150.63,105.78
26.0,25.0,1.71,-150.63,88.76
26.0,26.0,1.71,-150.63,71.74
26.0,27.0,1.71,-150.63,54.72
26.0,28.0,1.71,-150.63,37.69
26.0,29.0,1.71,-150.63,20.67
26.0,30.0,1.71,-150.63,3.65
26.0,31.0,1.71,-150.63,-13.37
26.0,32.0,1.71,-150.63,-30.39
26.0,33.0,1.71,-150.63,-47.41
26.0,34.0,1.71,-150.63,-64.43
26.0,35.0,1.71,-150.63,-81.45
26.0,36.0,1.71,-150.63,-98.47
26.0,37.0,1.71,-150.63,-115.49
26.0,38.0,1.71,-150.63,-132.51
26.0,39.0,1.71,-150.63,-149.53
26.0,40.0,1.71,-150.63,-166.55
26.0,41.0,1.71,-150.63,-183.58
26.0,42.0,1.71,-150.63,-200.6
26.0,43.0,1.71,-150.63,-217.62
26.0,44.0,1.71,-150.63,-234.64
26.0,45.0,1.71,-150.63,-251.66
26.0,46.0,1.71,-150.63,-268.68
26.0,47.0,1.71,-150.63,-285.7
26.0,48.0,1.71,-150.63,-302.72
26.0,49.0,1.71,-150.63,-319.74
26.0,50.0,1.71,-150.63,-336.76
26.0,51.0,1.71,-150.63,-353.78
26.0,52.0,1.71,-150.63,-370.8
26.0,53.0,1.71,-150.63,-387.82
26.0,54.0,1.71,-150.63,-404.85
26.0,55.0,1.71,-150.63,-421.87
26.0,56.0,1.71,-150.63,-438.89
26.0,57.0,1.71,-150.63,-455.91
26.0,58.0,1.71,-150.63,-472.93
26.0,59.0,1.71,-150.63,-489.95
26.0,60.0,1.71,-150.63,-506.97
27.0,1.0,124.97,-131.25,493.65
27.0,2.0,124.97,-131.25,476.63
27.0,3.0,124.97,-131.25,459.61
27.0,4.0,124.97,-131.25,442.59
27.0,5.0,124.97,-131.25,425.57
27.0,6.0,124.97,-131.25,408.55
27.0,7.0,124.97,-131.25,391.53
27.0,8.0,124.97,-131.25,374.51
27.0,9.0,124.97,-131.25,357.49
27.0,10.0,124.97,-131.25,340.47
27.0,11.0,124.97,-131.25,323.45
27.0,12.0,124.97,-131.25,306.43
27.0,13.0,124.97,-131.25,289.41
27.0,14.0,124.97,-131.25,272.38
27.0,15.0,124.97,-131.25,255.36
27.0,16.0,124.97,-131.25,238.34
27.0,17.0,124.97,-131.25,221.32
27.0,18.0,124.97,-131.25,204.3
27.0,19.0,124.97,-131.25,187.28
27.0,20.0,124.97,-131.25,170.26
27.0,21.0,124.97,-131.25,153.24
27.0,22.0,124.97,-131.25,136.22
27.0,23.0,124.97,-131.25,119.2
27.0,24.0,124.97,-131.25,102.18
27.0,25.0,124.97,-131.25,85.16
27.0,26.0,124.97,-131.25,68.14
27.0,27.0,124.97,-131.25,51.12
27.0,28.0,124.97,-131.25,34.09
27.0,29.0,124.97,-131.25,17.07
27.0,30.0,124.97,-131.25,0.05
27.0,31.0,124.97,-131.25,-16.97
27.0,32.0,124.97,-131.25,-33.99
27.0,33.0,124.97,-131.25,-51.01
27.0,34.0,124.97,-131.25,-68.03
27.0,35.0,124.97,-131.25,-85.05
27.0,36.0,124.97,-131.25,-102.07
27.0,37.0,124.97,-131.25,-119.09
27.0,38.0,124.97,-131.25,-136.11
27.0,39.0,124.97,-131.25,-153.13
27.0,40.0,124.97,-131.25,-170.15
27.0,41.0,124.97,-131.25,-187.18
27.0,42.0,124.97,-131.25,-204.2
27.0,43.0,124.97,-131.25,-221.22
27.0,44.0,124.97,-131.25,-238.24
27.0,45.0,124.97,-131.25,-255.26
27.0,46.0,124.97,-131.25,-272.28
27.0,47.0,124.97,-131.25,-289.3
27.0,48.0,124.97,-131.25,-306.32
27.0,49.0,124.97,-131.25,-323.34
27.0,50.0,124.97,-131.25,-340.36
27.0,51.0,124.97,-131.25,-357.38
27.0,52.0,124.97,-131.25,-374.4
27.0,53.0,124.97,-131.25,-391.42
27.0,54.0,124.97,-131.25,-408.45
27.0,55.0,124.97,-131.25,-425.47
27.0,56.0,124.97,-131.25,-442.49
27.0,57.0,124.97,-131.25,-459.51
27.0,58.0,124.97,-131.25,-476.53
27.0,59.0,124.97,-131.25,-493.55
27.0,60.0,124.97,-131.25,-510.57
28.0,1.0,248.15,-111.87,498.34
28.0,2.0,248.15,-111.87,481.01
28.0,3.0,248.15,-111.87,463.99
28.0,4.0,248.15,-111.87,446.97
28.0,5.0,248.15,-111.87,429.95
28.0,6.0,248.15,-111.87,412.93
28.0,7.0,248.15,-111.87,395.91
28.0,8.0,248.15,-111.87,378.89
28.0,9.0,248.15,-111.87,361.87
28.0,10.0,248.15,-111.87,344.85
28.0,11.0,248.15,-111.87,327.83
28.0,12.0,248.15,-111.87,310.81
28.0,13.0,248.15,-111.87,293.79
28.0,14.0,248.15,-111.87,276.76
28.0,15.0,248.15,-111.87,259.74
28.0,16.0,248.15,-111.87,242.72
28.0,17.0,248.15,-111.87,225.7
28.0,18.0,248.15,-111.87,208.68
28.0,19.0,248.15,-111.87,191.66
28.0,20.0,248.15,-111.87,174.64
28.0,21.0,248.15,-111.87,157.62
28.0,22.0,248.15,-111.87,140.6
28.0,23.0,248.15,-111.87,123.58
28.0,24.0,248.15,-111.87,106.56
28.0,25.0,248.15,-111.87,89.54
28.0,26.0,248.15,-111.87,72.52
28.0,27.0,248.15,-111.87,55.5
28.0,28.0,248.15,-111.87,38.47
28.0,29.0,248.15,-111.87,21.45
28.0,30.0,248.15,-111.87,4.43
28.0,31.0,248.15,-111.87,-12.59
28.0,32.0,248.15,-111.87,-29.61
28.0,33.0,248.15,-111.87,-46.63
28.0,34.0,248.15,-111.87,-63.65
28.0,35.0,248.15,-111.87,-80.67
28.0,36.0,248.15,-111.87,-97.69
28.0,37.0,248.15,-111.87,-114.71
28.0,38.0,248.15,-111.87,-131.73
28.0,39.0,248.15,-111.87,-148.75
28.0,40.0,248.15,-111.87,-165.77
28.0,41.0,248.15,-111.87,-182.79
28.0,42.0,248.15,-111.87,-199.82
28.0,43.0,248.15,-111.87,-216.84
28.0,44.0,248.15,-111.87,-233.86
28.0,45.0,248.15,-111.87,-250.88
28.0,46.0,248.15,-111.87,-267.9
28.0,47.0,248.15,-111.87,-284.92
28.0,48.0,248.15,-111.87,-301.94
28.0,49.0,248.15,-111.87,-318.96
28.0,50.0,248.15,-111.87,-335.98
28.0,51.0,248.15,-111.87,-353.0
28.0,52.0,248.15,-111.87,-370.02
28.0,53.0,248.15,-111.87,-387.04
28.0,54.0,248.15,-111.87,-404.07
28.0,55.0,248.15,-111.87,-421.09
28.0,56.0,248.15,-111.87,-438.11
28.0,57.0,248.15,-111.87,-455.13
28.0,58.0,248.15,-111.87,-472.15
28.0,59.0,248.15,-111.87,-489.17
28.0,60.0,248.15,-111.87,-506.19
29.0,1.0,371.56,-92.18,501.58
29.0,2.0,371.56,-92.18,485.56
29.0,3.0,371.56,-92.18,467.54
29.0,4.0,371.56,-92.18,451.52
29.0,5.0,371.56,-92.18,433.5
29.0,6.0,371.56,-92.18,417.48
29.0,7.0,371.56,-92.18,399.46
29.0,8.0,371.56,-92.18,383.44
29.0,9.0,371.56,-92.18,365.42
29.0,10.0,371.56,-92.18,349.4
29.0,11.0,371.56,-92.18,331.38
29.0,12.0,371.56,-92.18,315.36
29.0,13.0,371.56,-92.18,297.33
29.0,14.0,371.56,-92.18,281.31
29.0,15.0,371.56,-92.18,263.29
29.0,16.0,371.56,-92.18,247.27
29.0,17.0,371.56,-92.18,229.25
29.0,18.0,371.56,-92.18,213.23
29.0,19.0,371.56,-92.18,195.21
29.0,20.0,371.56,-92.18,179.19
29.0,21.0,371.56,-92.18,161.17
29.0,22.0,371.56,-92.18,145.15
29.0,23.0,371.56,-92.18,127.13
29.0,24.0,371.56,-92.18,111.11
29.0,25.0,371.56,-92.18,93.09
29.0,26.0,371.56,-92.18,77.07
29.0,27.0,371.56,-92.18,59.04
29.0,28.0,371.56,-92.18,43.02
29.0,29.0,371.56,-92.18,25.0
29.0,30.0,371.56,-92.18,8.98
29.0,31.0,371.56,-92.18,-9.04
29.0,32.0,371.56,-92.18,-25.06
29.0,33.0,371.56,-92.18,-43.08
29.0,34.0,371.56,-92.18,-59.1
29.0,35.0,371.56,-92.18,-77.12
29.0,36.0,371.56,-92.18,-93.14
29.0,37.0,371.56,-92.18,-111.16
29.0,38.0,371.56,-92.18,-127.18
29.0,39.0,371.56,-92.18,-145.21
29.0,40.0,371.56,-92.18,-161.22
29.0,41.0,371.56,-92.18,-179.25
29.0,42.0,371.56,-92.18,-195.27
29.0,43.0,371.56,-92.18,-213.29
29.0,44.0,371.56,-92.18,-229.31
29.0,45.0,371.56,-92.18,-247.33
29.0,46.0,371.56,-92.18,-263.35
29.0,47.0,371.56,-92.18,-281.37
29.0,48.0,371.56,-92.18,-297.39
29.0,49.0,371.56,-92.18,-315.41
29.0,50.0,371.56,-92.18,-331.43
29.0,51.0,371.56,-92.18,-349.45
29.0,52.0,371.56,-92.18,-365.47
29.0,53.0,371.56,-92.18,-383.5
29.0,54.0,371.56,-92.18,-399.52
29.0,55.0,371.56,-92.18,-417.54
29.0,56.0,371.56,-92.18,-433.56
29.0,57.0,371.56,-92.18,-451.58
29.0,58.0,371.56,-92.18,-467.6
29.0,59.0,371.56,-92.18,-483.62
29.0,60.0,371.56,-92.18,-499.64
30.0,1.0,500.43,-58.45,501.85
30.0,2.0,500.43,-58.45,484.83
30.0,3.0,500.43,-58.45,467.81
30.0,4.0,500.43,-58.45,450.79
30.0,5.0,500.43,-58.45,433.77
30.0,6.0,500.43,-58.45,416.75
30.0,7.0,500.43,-58.45,399.73
30.0,8.0,500.43,-58.45,382.71
30.0,9.0,500.43,-58.45,365.69
30.0,10.0,500.43,-58.45,348.67
30.0,11.0,500.43,-58.45,331.65
30.0,12.0,500.43,-58.45,314.63
30.0,13.0,500.43,-58.45,297.61
30.0,14.0,500.43,-58.45,280.58
30.0,15.0,500.43,-58.45,263.56
30.0,16.0,500.43,-58.45,246.54
30.0,17.0,500.43,-58.45,229.52
30.0,18.0,500.43,-58.45,212.5
30.0,19.0,500.43,-58.45,195.48
30.0,20.0,500.43,-58.45,178.46
30.0,21.0,500.43,-58.45,161.44
30.0,22.0,500.43,-58.45,144.42
30.0,23.0,500.43,-58.45,127.4
30.0,24.0,500.43,-58.45,110.38
30.0,25.0,500.43,-58.45,93.36
30.0,26.0,500.43,-58.45,76.34
30.0,27.0,500.43,-58.45,59.32
30.0,28.0,500.43,-58.45,42.29
30.0,29.0,500.43,-58.45,25.27
30.0,30.0,500.43,-58.45,8.25
30.0,31.0,500.43,-58.45,-8.77
30.0,32.0,500.43,-58.45,-25.79
30.0,33.0,500.43,-58.45,-42.81
30.0,34.0,500.43,-58.45,-59.83
30.0,35.0,500.43,-58.45,-76.85
30.0,36.0,500.43,-58.45,-93.87
30.0,37.0,500.43,-58.45,-110.89
30.0,38.0,500.43,-58.45,-127.91
30.0,39.0,500.43,-58.45,-144.93
30.0,40.0,500.43,-58.45,-161.95
30.0,41.0,500.43,-58.45,-178.98
30.0,42.0,500.43,-58.45,-196.0
30.0,43.0,500.43,-58.45,-213.02
30.0,44.0,500.43,-58.45,-230.04
30.0,45.0,500.43,-58.45,-247.06
30.0,46.0,500.43,-58.45,-264.08
30.0,47.0,500.43,-58.45,-281.1
30.0,48.0,500.43,-58.45,-298.12
30.0,49.0,500.43,-58.45,-315.14
30.0,50.0,500.43,-58.45,-332.16
30.0,51.0,500.43,-58.45,-349.18
30.0,52.0,500.43,-58.45,-366.2
30.0,53.0,500.43,-58.45,-383.22
30.0,54.0,500.43,-58.45,-400.25
30.0,55.0,500.43,-58.45,-417.27
30.0,56.0,500.43,-58.45,-434.29
30.0,57.0,500.43,-58.45,-451.31
30.0,58.0,500.43,-58.45,-468.33
30.0,59.0,500.43,-58.45,-485.35
30.0,60.0,500.43,-58.45,-502.37
31.0,1.0,-570.9,-125.14,499.6
31.0,2.0,-570.9,-125.14,482.58
31.0,3.0,-570.9,-125.14,465.56
31.0,4.0,-570.9,-125.14,448.54
31.0,5.0,-570.9,-125.14,431.52
31.0,6.0,-570.9,-125.14,414.5
31.0,7.0,-570.9,-125.14,397.48
31.0,8.0,-570.9,-125.14,380.46
31.0,9.0,-570.9,-125.14,363.44
31.0,10.0,-570.9,-125.14,346.42
31.0,11.0,-570.9,-125.14,329.4
31.0,12.0,-570.9,-125.14,312.38
31.0,13.0,-570.9,-125.14,295.36
31.0,14.0,-570.9,-125.14,278.33
31.0,15.0,-570.9,-125.14,261.31
31.0,16.0,-570.9,-125.14,244.29
31.0,17.0,-570.9,-125.14,227.27
31.0,18.0,-570.9,-125.14,210.25
31.0,19.0,-570.9,-125.14,193.23
31.0,20.0,-570.9,-125.14,176.21
31.0,21.0,-570.9,-125.14,159.19
31.0,22.0,-570.9,-125.14,142.17
31.0,23.0,-570.9,-125.14,125.15
31.0,24.0,-570.9,-125.14,108.13
31.0,25.0,-570.9,-125.14,91.11
31.0,26.0,-570.9,-125.14,74.09
31.0,27.0,-570.9,-125.14,57.07
31.0,28.0,-570.9,-125.14,40.04
31.0,29.0,-570.9,-125.14,23.02
31.0,30.0,-570.9,-125.14,6.0
31.0,31.0,-570.9,-125.14,-11.02
31.0,32.0,-570.9,-125.14,-28.04
31.0,33.0,-570.9,-125.14,-45.06
31.0,34.0,-570.9,-125.14,-62.08
31.0,35.0,-570.9,-125.14,-79.1
31.0,36.0,-570.9,-125.14,-96.12
31.0,37.0,-570.9,-125.14,-113.14
31.0,38.0,-570.9,-125.14,-130.16
31.0,39.0,-570.9,-125.14,-147.18
31.0,40.0,-570.9,-125.14,-164.2
31.0,41.0,-570.9,-125.14,-181.23
31.0,42.0,-570.9,-125.14,-198.25
31.0,43.0,-570.9,-125.14,-215.27
31.0,44.0,-570.9,-125.14,-232.29
31.0,45.0,-570.9,-125.14,-249.31
31.0,46.0,-570.9,-125.14,-266.33
31.0,47.0,-570.9,-125.14,-283.35
31.0,48.0,-570.9,-125.14,-300.37
31.0,49.0,-570.9,-125.14,-317.39
31.0,50.0,-570.9,-125.14,-334.41
31.0,51.0,-570.9,-125.14,-351.43
31.0,52.0,-570.9,-125.14,-368.45
31.0,53.0,-570.9,-125.14,-385.47
31.0,54.0,-570.9,-125.14,-402.5
31.0,55.0,-570.9,-125.14,-419.52
31.0,56.0,-570.9,-125.14,-436.54
31.0,57.0,-570.9,-125.14,-453.56
31.0,58.0,-570.9,-125.14,-470.58
31.0,59.0,-570.9,-125.14,-487.6
31.0,60.0,-570.9,-125.14,-504.62
32.0,1.0,-447.74,-113.13,500.67
32.0,2.0,-447.74,-113.13,483.65
32.0,3.0,-447.74,-113.13,466.63
32.0,4.0,-447.74,-113.13,449.61
32.0,5.0,-447.74,-113.13,432.59
32.0,6.0,-447.74,-113.13,415.57
32.0,7.0,-447.74,-113.13,398.55
32.0,8.0,-447.74,-113.13,381.53
32.0,9.0,-447.74,-113.13,364.51
32.0,10.0,-447.74,-113.13,347.49
32.0,11.0,-447.74,-113.13,330.47
32.0,12.0,-447.74,-113.13,313.45
32.0,13.0,-447.74,-113.13,296.43
32.0,14.0,-447.74,-113.13,279.4
32.0,15.0,-447.74,-113.13,262.38
32.0,16.0,-447.74,-113.13,245.36
32.0,17.0,-447.74,-113.13,228.34
32.0,18.0,-447.74,-113.13,211.32
32.0,19.0,-447.74,-113.13,194.3
32.0,20.0,-447.74,-113.13,177.28
32.0,21.0,-447.74,-113.13,160.26
32.0,22.0,-447.74,-113.13,143.24
32.0,23.0,-447.74,-113.13,126.22
32.0,24.0,-447.74,-113.13,109.2
32.0,25.0,-447.74,-113.13,92.18
32.0,26.0,-447.74,-113.13,75.16
32.0,27.0,-447.74,-113.13,58.14
32.0,28.0,-447.74,-113.13,41.11
32.0,29.0,-447.74,-113.13,24.09
32.0,30.0,-447.74,-113.13,7.07
32.0,31.0,-447.74,-113.13,-9.95
32.0,32.0,-447.74,-113.13,-26.97
32.0,33.0,-447.74,-113.13,-43.99
32.0,34.0,-447.74,-113.13,-61.01
32.0,35.0,-447.74,-113.13,-78.03
32.0,36.0,-447.74,-113.13,-95.05
32.0,37.0,-447.74,-113.13,-112.07
32.0,38.0,-447.74,-113.13,-129.09
32.0,39.0,-447.74,-113.13,-146.11
32.0,40.0,-447.74,-113.13,-163.13
32.0,41.0,-447.74,-113.13,-180.16
32.0,42.0,-447.74,-113.13,-197.18
32.0,43.0,-447.74,-113.13,-214.2
32.0,44.0,-447.74,-113.13,-231.22
32.0,45.0,-447.74,-113.13,-248.24
32.0,46.0,-447.74,-113.13,-265.26
32.0,47.0,-447.74,-113.13,-282.28
32.0,48.0,-447.74,-113.13,-299.3
32.0,49.0,-447.74,-113.13,-316.32
32.0,50.0,-447.74,-113.13,-333.34
32.0,51.0,-447.74,-113.13,-350.36
32.0,52.0,-447.74,-113.13,-367.38
32.0,53.0,-447.74,-113.13,-384.4
32.0,54.0,-447.74,-113.13,-401.43
32.0,55.0,-447.74,-113.13,-418.45
32.0,56.0,-447.74,-113.13,-435.47
32.0,57.0,-447.74,-113.13,-452.49
32.0,58.0,-447.74,-113.13,-469.51
32.0,59.0,-447.74,-113.13,-486.53
32.0,60.0,-447.74,-113.13,-503.55
33.0,1.0,-324.39,-93.43,500.13
33.0,2.0,-324.39,-93.43,483.11
33.0,3.0,-324.39,-93.43,466.09
33.0,4.0,-324.39,-93.43,449.07
33.0,5.0,-324.39,-93.43,432.05
33.0,6.0,-324.39,-93.43,415.03
33.0,7.0,-324.39,-93.43,398.01
33.0,8.0,-324.39,-93.43,380.99
33.0,9.0,-324.39,-93.43,363.97
33.0,10.0,-324.39,-93.43,346.95
33.0,11.0,-324.39,-93.43,329.93
33.0,12.0,-324.39,-93.43,312.91
33.0,13.0,-324.39,-93.43,295.89
33.0,14.0,-324.39,-93.43,278.86
33.0,15.0,-324.39,-93.43,261.84
33.0,16.0,-324.39,-93.43,244.82
33.0,17.0,-324.39,-93.43,227.8
33.0,18.0,-324.39,-93.43,210.78
33.0,19.0,-324.39,-93.43,193.76
33.0,20.0,-324.39,-93.43,176.74
33.0,21.0,-324.39,-93.43,159.72
33.0,22.0,-324.39,-93.43,142.7
33.0,23.0,-324.39,-93.43,125.68
33.0,24.0,-324.39,-93.43,108.66
33.0,25.0,-324.39,-93.43,91.64
33.0,26.0,-324.39,-93.43,74.62
33.0,27.0,-324.39,-93.43,57.6
33.0,28.0,-324.39,-93.43,40.57
33.0,29.0,-324.39,-93.43,23.55
33.0,30.0,-324.39,-93.43,6.53
33.0,31.0,-324.39,-93.43,-10.49
33.0,32.0,-324.39,-93.43,-27.51
33.0,33.0,-324.39,-93.43,-44.53
33.0,34.0,-324.39,-93.43,-61.55
33.0,35.0,-324.39,-93.43,-78.57
33.0,36.0,-324.39,-93.43,-95.59
33.0,37.0,-324.39,-93.43,-112.61
33.0,38.0,-324.39,-93.43,-129.63
33.0,39.0,-324.39,-93.43,-146.65
33.0,40.0,-324.39,-93.43,-163.67
33.0,41.0,-324.39,-93.43,-180.7
33.0,42.0,-324.39,-93.43,-197.72
33.0,43.0,-324.39,-93.43,-214.74
33.0,44.0,-324.39,-93.43,-231.76
33.0,45.0,-324.39,-93.43,-248.78
33.0,46.0,-324.39,-93.43,-265.8
33.0,47.0,-324.39,-93.43,-282.82
33.0,48.0,-324.39,-93.43,-299.84
33.0,49.0,-324.39,-93.43,-316.86
33.0,50.0,-324.39,-93.43,-333.88
33.0,51.0,-324.39,-93.43,-350.9
33.0,52.0,-324.39,-93.43,-367.92
33.0,53.0,-324.39,-93.43,-384.94
33.0,54.0,-324.39,-93.43,-401.97
33.0,55.0,-324.39,-93.43,-418.99
33.0,56.0,-324.39,-93.43,-436.01
33.0,57.0,-324.39,-93.43,-453.03
33.0,58.0,-324.39,-93.43,-470.05
33.0,59.0,-324.39,-93.43,-487.07
33.0,60.0,-324.39,-93.43,-504.09
34.0,1.0,-200.55,-74.03,523.42
34.0,2.0,-200.55,-74.03,506.4
34.0,3.0,-200.55,-74.03,489.38
34.0,4.0,-200.55,-74.03,472.36
34.0,5.0,-200.55,-74.03,455.34
34.0,6.0,-200.55,-74.03,438.32
34.0,7.0,-200.55,-74.03,421.3
34.0,8.0,-200.55,-74.03,404.28
34.0,9.0,-200.55,-74.03,387.26
34.0,10.0,-200.55,-74.03,370.24
34.0,11.0,-200.55,-74.03,353.22
34.0,12.0,-200.55,-74.03,336.2
34.0,13.0,-200.55,-74.03,319.18
34.0,14.0,-200.55,-74.03,302.15
34.0,15.0,-200.55,-74.03,285.13
34.0,16.0,-200.55,-74.03,268.11
34.0,17.0,-200.55,-74.03,251.09
34.0,18.0,-200.55,-74.03,234.07
34.0,19.0,-200.55,-74.03,217.05
34.0,20.0,-200.55,-74.03,200.03
34.0,21.0,-200.55,-74.03,183.01
34.0,22.0,-200.55,-74.03,165.99
34.0,23.0,-200.55,-74.03,148.97
34.0,24.0,-200.55,-74.03,131.95
34.0,25.0,-200.55,-74.03,114.93
34.0,26.0,-200.55,-74.03,97.91
34.0,27.0,-200.55,-74.03,80.89
34.0,28.0,-200.55,-74.03,63.86
34.0,29.0,-200.55,-74.03,46.84
34.0,30.0,-200.55,-74.03,29.82
34.0,31.0,-200.55,-74.03,12.8
34.0,32.0,-200.55,-74.03,-4.22
34.0,33.0,-200.55,-74.03,-21.24
